id,name,full_name,age,birth_date,passport_country_names,league,current_team_name,current_team_logo,current_team_color,contract_expires,market_value,market_value_str,minutes_on_field,low_minutes_flag,total_matches,on_loan,main_position,positions_clean,foot,height,weight,direct_free_kick_taker,corner_taker,penalty_taker,player_role,pos_group,goals_avg,non_penalty_goal_avg,head_goals_avg,shots_on_target_percent,shot_efficiency_avg,xg_shot_avg,assists_avg,xg_assist_avg,key_passes_avg,accurate_passes_percent,accurate_pass_avg,accurate_crosses_percent,accurate_crosses_avg,successful_progressive_pass_percent,accurate_progressive_pass_avg,successful_dribbles_percent,dribble_efficiency,progressive_run_avg,real_progression,duels_won,duels_won_avg,offensive_duels_won,defensive_duels_won,aerial_duels_won,aerial_duels_won_avg,successful_defensive_actions_avg,tackle_avg,interceptions_avg,shot_block_avg,conceded_goals_avg,shots_against_avg,save_percent,xg_save_avg,prevented_goals_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,direct_free_kicks_on_target_percent,penalties_conversion_percent,fouls_avg,foul_suffered_avg,yellow_cards_avg,red_cards_avg
495313,J. Burkardt,Jonathan Burkardt,25.0,2000-07-11,Germany,Bundesliga,Eintracht Frankfurt,https://cdn5.wyscout.com/photos/team/public/9_120x120.png,bc271a,2027-06-30,12000000.0,€12.0M,2160,False,29.0,False,FW,['CF'],right,181.0,76.0,False,False,True,Goal scoring forward,FW,92.52,91.81,40.56,42.74,72.9,95.75,44.6,68.7,33.86,48.22,52.97,71.13,62.54,59.02,45.5,32.75,34.13,31.73,36.39,10.86,21.93,40.91,91.33,11.55,22.23,13.93,54.86,9.37,9.74,,,35.09,35.09,,,,31.61,93.23,31.01,21.01,13.13,31.42
499168,A. Douvikas,Anastasios Douvikas,26.0,1999-08-02,Greece,"LaLiga, SerieA",Como,https://cdn5.wyscout.com/photos/team/public/1236_120x120.png,0000ff,2028-06-30,6000000.0,€6.0M,1427,False,21.821303433777153,False,FW,['CF'],right,186.0,76.0,False,False,False,Target man,FW,35.73,41.62,68.36,57.63,48.63,34.05,36.39,54.96,34.86,81.77,20.35,78.33,29.51,36.63,16.48,96.07,44.65,16.57,13.12,55.24,39.86,60.37,36.25,57.84,32.6,17.17,57.15,8.92,71.06,,,35.09,35.09,,,,31.61,22.86,38.2,73.36,20.13,31.42
501933,C. Archer,Cameron Archer,23.0,2001-12-09,England|Jamaica,Premier League,Southampton,https://cdn5.wyscout.com/photos/team/public/308_120x120.png,e73a41,2028-06-30,13000000.0,€13.0M,1233,False,27.0,False,FW,['CF'],right,175.0,72.0,False,False,False,Target man,FW,1.78,2.18,16.9,10.33,18.71,7.07,11.63,20.53,2.88,81.77,30.47,39.51,32.06,40.93,14.49,44.67,45.48,27.91,16.56,26.45,18.38,40.27,36.25,22.87,10.4,33.75,10.24,19.84,63.07,,,35.09,35.09,,,,31.61,22.86,23.96,16.82,5.17,31.42
505193,L. Foster,Lyle Foster,25.0,2000-09-03,South Africa,Premier League,Burnley,https://cdn5.wyscout.com/photos/team/public/318_120x120.png,621239,2028-06-30,13000000.0,€13.0M,648,False,9.0,False,FW,['CF'],right,185.0,82.0,False,False,False,Goal scoring forward,FW,39.81,46.81,16.9,22.0,84.51,4.59,11.63,64.78,38.73,19.57,27.07,6.16,6.16,43.5,19.94,94.2,31.66,40.51,27.4,61.04,54.29,82.48,69.08,57.38,61.37,50.85,10.24,54.66,9.74,,,35.09,35.09,,,,31.61,22.86,71.72,36.59,71.15,31.42
506148,B. Hollerbach,Benedict Hollerbach,24.0,2001-05-17,Germany,Bundesliga,Mainz 05,https://cdn5.wyscout.com/photos/team/public/332_120x120.png,d22d1f,,4000000.0,€4.0M,2399,False,30.0,False,FW,"['CF', 'AMF', 'LWF']",right,180.0,83.0,False,False,False,Creative forward,FW,36.56,42.57,16.9,14.43,44.1,38.66,44.6,65.28,67.14,29.32,55.96,43.02,78.73,76.3,66.81,56.42,87.04,84.06,76.55,68.92,87.0,77.65,67.13,24.13,22.89,74.34,24.21,72.0,37.22,,,35.09,35.09,,,,31.61,22.86,67.81,55.23,23.88,31.42
506846,J. Adamu,Junior Chukwubuike Adamu,24.0,2001-06-06,Nigeria|Austria,Bundesliga,Freiburg,https://cdn5.wyscout.com/photos/team/public/338_120x120.png,ea3955,,4000000.0,€4.0M,1290,False,23.0,False,FW,['CF'],right,183.0,81.0,False,False,False,Target man,FW,6.77,8.17,16.9,36.4,8.54,41.12,39.22,43.61,38.73,30.92,21.92,78.33,45.05,42.03,34.01,7.39,4.09,7.75,18.82,18.61,76.89,10.89,74.18,55.43,75.03,80.32,69.77,82.88,60.74,,,35.09,35.09,,,,31.61,22.86,77.25,33.12,60.0,82.21
509257,A. Hložek,Adam Hložek,23.0,2002-07-25,Czech Republic,Bundesliga,Hoffenheim,https://cdn5.wyscout.com/photos/team/public/337_120x120.png,088dde,2029-06-30,12000000.0,€12.0M,1436,False,18.0,False,FW,"['CF', 'RAMF', 'AMF']",right,188.0,84.0,False,False,False,Creative forward,FW,66.36,72.57,16.9,37.63,89.0,20.63,61.04,61.96,60.48,47.7,65.41,52.75,62.31,60.35,63.37,88.06,84.65,70.98,67.32,96.87,88.56,88.7,95.55,86.94,47.36,72.78,10.24,70.02,58.11,,,35.09,35.09,,,,31.61,22.86,13.7,40.62,18.9,31.42
509309,Fábio Silva,Fábio Daniel Soares Silva,23.0,2002-07-19,Portugal,"Bundesliga, LaLiga",Borussia Dortmund,https://cdn5.wyscout.com/photos/team/public/3_120x120.png,1d191a,2026-06-30,0.0,No disponible / 0 €,1282,False,13.578783151326054,False,FW,"['CF', 'AMF']",right,185.0,75.0,False,False,True,Goal scoring forward,FW,63.28,61.34,16.9,59.26,59.56,62.71,36.64,66.6,37.47,36.78,37.14,90.02,72.57,61.09,26.65,42.05,56.63,62.28,40.32,63.74,71.43,65.19,62.43,57.17,53.46,36.86,59.68,30.06,9.74,,,35.09,35.09,,,,31.61,61.62,55.4,71.57,59.29,31.42
509567,Sergio Camello,Sergio Camello Pérez,24.0,2001-02-10,Spain,LaLiga,Rayo Vallecano,https://cdn5.wyscout.com/photos/team/public/1220_120x120.png,d41e1e,2027-06-30,3000000.0,€3.0M,765,False,18.0,False,FW,['CF'],right,177.0,69.0,False,False,False,Target man,FW,12.27,15.49,16.9,17.8,17.36,32.7,58.25,43.61,63.76,84.64,55.52,6.16,6.16,95.7,41.04,11.31,25.86,46.29,32.07,11.57,16.72,30.19,44.44,32.41,14.63,38.27,43.01,39.22,9.74,,,35.09,35.09,,,,31.61,22.86,27.29,27.26,64.78,95.31
512732,T. Dallinga,Thijs Dallinga,25.0,2000-08-03,Netherlands,SerieA,Bologna,https://cdn5.wyscout.com/photos/team/public/174_120x120.png,ee3c46,2028-06-30,18000000.0,€18.0M,1489,False,33.0,False,FW,['CF'],right,190.0,70.0,False,False,False,Target man,FW,32.11,38.33,48.66,34.45,37.81,38.66,59.34,43.61,23.73,74.2,58.37,78.33,38.36,83.45,54.4,50.99,11.51,21.8,34.73,62.34,54.99,30.7,57.56,81.56,61.89,58.52,71.69,55.61,55.89,,,35.09,35.09,,,,31.61,22.86,73.55,42.67,37.41,31.42
516377,J. Zirkzee,Joshua Zirkzee,24.0,2001-05-22,Netherlands|Nigeria,Premier League,Manchester United,https://cdn5.wyscout.com/photos/team/public/22_120x120.png,de3023,2029-06-30,50000000.0,€50.0M,1291,False,25.0,False,FW,"['CF', 'AMF', 'RWF']",right,193.0,87.0,False,False,False,Pressing forward,FW,15.13,18.53,16.9,24.85,32.61,19.74,11.63,25.24,17.18,57.13,69.45,83.92,45.05,48.26,62.92,40.74,47.29,37.98,58.48,31.13,44.8,38.4,93.25,12.45,19.44,69.66,10.24,82.88,87.88,,,35.09,35.09,,,,31.61,22.86,8.85,33.12,21.29,31.42
516682,D. Núñez,Darwin Gabriel Núñez Ribeiro,26.0,1999-06-24,Uruguay,Premier League,Al Hilal,https://cdn5.wyscout.com/photos/team/public/1214_120x120.png,0000FF,2028-06-30,70000000.0,€70.0M,1091,False,25.0,False,FW,['CF'],right,186.0,80.0,False,False,False,Pressing forward,FW,49.79,57.21,16.9,36.87,24.77,69.23,44.6,48.62,33.86,53.96,32.01,73.11,48.94,75.19,50.36,81.85,43.35,59.85,50.58,74.53,36.93,81.26,49.26,43.8,34.05,73.92,75.16,66.58,65.8,,,35.09,35.09,,,,31.61,22.86,75.31,19.83,93.0,31.42
517675,M. Kaufmann,Mikkel Kaufmann Sørensen,24.0,2001-01-03,Denmark,Bundesliga,Heidenheim,https://cdn5.wyscout.com/photos/team/public/3767_120x120.png,ff0000,2028-06-30,2700000.0,€2.7M,583,False,11.0,False,FW,['CF'],right,190.0,90.0,False,False,False,Target man,FW,16.41,19.66,16.9,78.35,36.92,18.48,65.73,72.32,62.97,6.24,14.73,99.5,33.06,29.18,43.52,50.99,35.08,52.62,53.44,40.08,71.15,31.23,22.15,59.09,77.34,73.27,50.06,90.91,63.07,,,35.09,35.09,,,,31.61,22.86,79.09,82.77,75.14,31.42
518583,Hugo Duro,Hugo Duro Perales,26.0,1999-11-10,Spain,LaLiga,Valencia,https://cdn5.wyscout.com/photos/team/public/54_120x120.png,,2028-06-30,16000000.0,€16.0M,2254,False,34.0,False,FW,['CF'],left,177.0,70.0,False,False,True,Goal scoring forward,FW,66.36,67.27,67.69,79.72,78.82,44.27,11.63,1.59,6.75,52.63,34.52,66.73,27.06,34.91,22.24,81.33,11.07,15.25,17.46,15.14,27.73,37.21,27.51,31.44,49.88,22.81,65.15,24.36,55.89,,,35.09,35.09,,,,31.61,93.23,23.96,56.69,51.14,31.42
521307,L. Sinayoko,Lassine Sinayoko,25.0,1999-12-08,Mali|France,Ligue 1,Auxerre,https://cdn5.wyscout.com/photos/team/public/20_120x120.png,,2026-06-30,2500000.0,€2.5M,2833,False,36.0,False,FW,"['CF', 'RW']",right,186.0,81.0,False,False,True,Pressing forward,FW,23.22,22.17,16.9,25.69,36.92,27.39,74.21,61.96,69.82,68.23,65.62,26.57,40.37,66.4,63.87,36.26,73.18,56.67,61.88,48.18,53.3,51.07,79.02,21.78,23.61,68.32,29.11,80.39,46.06,,,35.09,35.09,,,,31.61,64.31,26.71,47.97,51.14,31.42
-390859,Geovany Quenda,Geovany Tcherno Quenda,18.0,2007-04-30,Guinea-Bissau|Portugal,Liga Portuguesa,Sporting CP,https://cdn5.wyscout.com/photos/team/public/159_120x120.png,39825e,2027-06-30,0.0,No disponible / 0 €,2432,False,33.0,False,RWB,"['RWB', 'LW']",left,172.0,68.0,False,True,False,Attacking wing-back,RWB,49.34,51.8,30.08,30.38,12.92,80.49,62.97,77.34,60.3,66.51,59.69,19.19,36.51,94.75,69.68,82.28,91.42,80.54,71.28,46.16,42.95,84.9,21.17,30.34,28.2,5.07,14.74,9.36,10.03,,,35.61,35.61,,,,33.15,34.38,7.79,65.43,14.82,30.7
-291745,S. Britschgi,Sascha Britschgi,19.0,2006-08-27,Switzerland,SerieA,Parma,https://cdn5.wyscout.com/photos/team/public/84_120x120.png,,2030-06-30,0.0,No disponible / 0 €,701,False,8.0,False,RWB,"['RWB', 'RB5', 'LB']",unknown,,,False,False,False,Low-impact wing-back,RWB,13.5,14.12,30.08,50.78,38.01,9.96,89.87,19.71,72.55,22.33,4.44,100.0,33.52,19.67,15.55,12.94,5.86,22.5,17.91,65.08,25.05,13.94,61.68,49.11,34.76,13.36,5.52,1.22,39.36,,,35.61,35.61,,,,33.15,34.38,32.14,45.46,73.22,30.7
-242452,R. Belghali,Rafik Belghali,23.0,2002-06-07,Belgium|Algeria,SerieA,Hellas Verona,https://cdn5.wyscout.com/photos/team/public/212_120x120.png,445395,2029-06-30,700000.0,€700K,924,False,12.0,False,RWB,"['RWB', 'RB5']",right,186.0,73.0,False,False,False,Defensive wing-back,RWB,13.5,14.12,30.08,50.78,27.19,23.12,9.21,52.64,75.6,30.21,23.83,70.66,67.98,34.95,40.69,43.37,72.4,36.99,38.79,25.36,37.28,56.82,32.89,21.07,21.69,60.49,5.52,82.48,3.07,,,35.61,35.61,,,,33.15,34.38,40.88,1.84,95.4,30.7
-205180,G. Ouattara,Guemissongui Abdoul Ouattara,20.0,2005-10-22,France,Ligue 1,Strasbourg,https://cdn5.wyscout.com/photos/team/public/g898_120x120.png,0f3078,,0.0,No disponible / 0 €,1442,False,27.0,False,RWB,"['RWB', 'RW']",unknown,180.0,,False,False,False,Low-impact wing-back,RWB,78.67,78.67,30.08,74.19,87.69,63.23,31.08,19.71,13.45,100.0,58.33,86.85,5.19,32.48,1.22,55.14,8.72,12.99,1.22,21.08,1.22,1.22,82.63,18.39,5.63,42.45,5.52,69.93,18.12,,,35.61,35.61,,,,33.15,34.38,50.57,1.84,28.22,30.7
-204981,H. Koudossou,Henri Koudossou,25.0,1999-09-03,Germany|Togo,Bundesliga,Augsburg,https://cdn5.wyscout.com/photos/team/public/341_120x120.png,ad3f36,2028-06-30,450000.0,€450K,852,False,21.0,False,RWB,"['RWB', 'LWB', 'RB5']",right,180.0,76.0,False,False,False,Defensive wing-back,RWB,13.5,14.12,30.08,3.07,45.87,3.07,9.21,19.71,21.1,59.72,51.96,58.2,52.51,11.62,39.14,68.28,47.96,33.87,51.27,41.97,51.46,79.61,18.41,44.33,41.7,95.3,52.54,98.07,59.43,,,35.61,35.61,,,,33.15,34.38,51.97,22.55,23.82,30.7
-172681,Diogo Travassos,Diogo Martins Travassos,21.0,2004-03-31,Portugal,Liga Portuguesa,Estrela Amadora,https://cdn5.wyscout.com/photos/team/public/g-12861_120x120.png,,2026-06-30,0.0,No disponible / 0 €,1938,False,24.0,True,RWB,"['RWB', 'RB', 'RB5']",right,176.0,72.0,False,True,False,Defensive wing-back,RWB,40.15,41.38,30.08,25.35,65.9,23.12,9.21,8.62,10.39,1.22,11.49,56.57,55.67,26.24,28.88,44.63,75.86,61.28,44.67,57.77,79.86,52.73,63.13,81.01,48.25,79.88,46.4,81.18,67.52,,,35.61,35.61,,,,33.15,34.38,70.51,68.74,64.93,30.7
-170365,R. Messali,Rafik Messali,22.0,2003-04-28,France|Algeria,Ligue 1,Toulouse,https://cdn5.wyscout.com/photos/team/public/71_120x120.png,634077,2026-06-30,0.0,No disponible / 0 €,574,False,15.0,False,RWB,"['RWB', 'RB5']",unknown,,,False,False,False,Defensive wing-back,RWB,13.5,14.12,30.08,3.07,31.37,16.23,67.53,80.12,100.0,35.03,50.11,43.15,71.23,53.13,62.48,59.81,53.16,69.34,65.01,48.96,89.66,33.45,50.89,65.17,67.83,100.0,39.33,100.0,49.96,,,35.61,35.61,,,,33.15,34.38,95.37,82.44,47.65,30.7
-161715,L. Assignon,Lorenz Assignon,25.0,2000-06-22,France|Togo,"Bundesliga, Ligue 1",Stuttgart,https://cdn5.wyscout.com/photos/team/public/96_120x120.png,d13626,2028-06-30,10000000.0,€10.0M,2558,False,18.94057857701329,False,RWB,"['RWB', 'RB', 'RB5']",right,181.0,77.0,False,False,False,Attacking wing-back,RWB,62.75,63.98,72.39,29.14,69.76,59.86,48.95,55.45,49.47,69.44,68.5,33.3,45.88,54.66,53.08,14.66,38.74,84.39,63.75,16.56,62.89,25.97,16.37,85.83,70.89,56.95,12.13,54.65,20.62,,,35.61,35.61,,,,33.15,34.38,87.93,53.47,70.64,30.7
-161584,Wagner Pina,Wagner Fabrício  Cardoso de Pina,22.0,2002-11-03,Portugal|Cape Verde Islands,Liga Portuguesa,Trabzonspor,https://cdn5.wyscout.com/photos/team/public/820_120x120.png,FF0000,2029-06-30,0.0,No disponible / 0 €,2451,False,29.0,False,RWB,"['RWB', 'RB', 'RB5']",right,180.0,66.0,False,False,False,Defensive wing-back,RWB,49.34,51.8,30.08,56.03,68.36,39.97,51.46,35.09,35.8,54.64,41.84,1.22,6.53,42.85,17.24,16.04,54.84,27.97,16.42,66.86,85.72,49.39,78.65,36.63,49.49,93.69,19.97,85.44,61.94,,,35.61,35.61,,,,33.15,34.38,73.87,72.41,52.15,73.65
-148385,M. Palestra,Marco Palestra,20.0,2005-03-03,Italy,SerieA,Cagliari,https://cdn5.wyscout.com/photos/team/public/75_120x120.png,001e4d,,0.0,No disponible / 0 €,1152,False,15.0,True,RWB,"['RWB', 'RW', 'RB']",right,186.0,76.0,False,False,False,Low-impact wing-back,RWB,13.5,14.12,30.08,50.78,38.01,9.96,67.53,62.21,56.92,68.17,33.74,92.64,86.01,59.31,35.56,65.69,86.83,68.04,35.95,93.7,87.69,100.0,28.11,71.84,40.42,21.37,22.73,17.88,49.96,,,35.61,35.61,,,,33.15,34.38,64.33,100.0,4.29,30.7
-143462,S. Sebulonsen,Sebastian Söraas Sebulonsen,25.0,2000-01-27,Norway,Bundesliga,Köln,https://cdn5.wyscout.com/photos/team/public/335_120x120.png,da352d,2026-06-30,750000.0,€750K,912,False,11.0,False,RWB,"['RWB', 'RB', 'RB5']",right,181.0,78.0,False,True,False,Low-impact wing-back,RWB,13.5,14.12,30.08,3.07,7.51,55.73,9.21,31.7,19.26,10.43,8.74,11.52,24.39,4.27,6.82,89.82,33.88,6.75,10.63,56.19,44.54,60.37,25.05,78.51,72.35,39.53,5.52,43.33,30.61,,,35.61,35.61,,,,33.15,34.38,18.45,14.7,81.6,30.7
-141710,T. Le Bris,Théo Le Bris,23.0,2002-10-01,France,Ligue 1,Lorient,https://cdn5.wyscout.com/photos/team/public/62_120x120.png,e68734,2027-06-30,2000000.0,€2.0M,745,False,12.0,False,RWB,"['RWB', 'RB5']",right,170.0,60.0,False,False,False,Goal-scoring wing-back,RWB,88.13,88.13,100.0,59.36,95.43,72.85,53.57,27.4,28.45,86.89,56.36,40.45,56.9,100.0,32.59,100.0,46.38,46.05,13.41,97.19,11.5,93.98,92.19,61.41,17.84,27.72,87.32,21.84,3.07,,,35.61,35.61,,,,33.15,34.38,19.86,9.43,4.29,30.7
-123224,Geny Catamo,Geny Cipriano Catamo,24.0,2001-01-26,Mozambique,Liga Portuguesa,Sporting CP,https://cdn5.wyscout.com/photos/team/public/159_120x120.png,39825e,2028-06-30,10000000.0,€10.0M,2064,False,30.0,False,RWB,"['RWB', 'LWB', 'RB5']",left,173.0,69.0,False,True,False,Goal-scoring wing-back,RWB,83.85,85.99,30.08,42.9,71.92,94.06,42.32,65.6,75.6,64.85,64.05,2.73,22.92,97.63,54.31,32.74,89.69,100.0,69.83,22.59,59.92,55.58,14.74,21.07,11.1,7.82,55.62,7.65,3.07,,,35.61,35.61,,,,33.15,34.38,11.91,91.83,32.61,30.7
-119381,D. Rensch,Devyne Rensch,22.0,2003-01-18,Netherlands|Suriname,SerieA,Roma,https://cdn5.wyscout.com/photos/team/public/87_120x120.png,972534,,10000000.0,€10.0M,681,False,20.0,False,RWB,"['RWB', 'RB', 'RCB3']",right,179.0,68.0,False,False,False,Defensive wing-back,RWB,13.5,14.12,30.08,100.0,11.08,50.68,56.9,27.4,15.59,75.32,66.94,12.91,17.43,56.33,26.2,1.84,7.18,14.66,14.74,100.0,83.37,36.51,53.08,100.0,79.93,76.71,71.31,49.21,75.66,,,35.61,35.61,,,,33.15,34.38,3.88,74.25,4.29,30.7
-109650,Luis Henrique,Luis Henrique Tomaz de Lima,23.0,2001-12-14,Brazil,"Ligue 1, SerieA",Internazionale,https://cdn5.wyscout.com/photos/team/public/79_120x120.png,2862a2,2028-06-30,8000000.0,€8.0M,2510,False,24.16812749003984,False,RWB,"['RWB', 'LW', 'RB5']",right,181.0,85.0,False,True,False,Attacking wing-back,RWB,70.86,70.86,70.43,82.03,81.87,57.62,60.65,38.43,54.84,85.0,79.38,30.45,51.03,93.06,71.13,58.45,67.36,79.27,75.31,50.21,6.31,54.34,83.95,65.17,4.13,1.22,5.52,11.52,3.07,,,35.61,35.61,,,,33.15,34.38,1.22,5.23,4.29,30.7
-98203,A. Diallo,Amad Diallo Traoré,23.0,2002-07-11,Côte d'Ivoire|Italy,Premier League,Manchester United,https://cdn5.wyscout.com/photos/team/public/22_120x120.png,de3023,,18000000.0,€18.0M,2406,False,27.0,False,RWB,"['RWB', 'AMF', 'RWF']",left,173.0,72.0,False,True,False,Goal-scoring wing-back,RWB,96.04,96.04,74.47,62.99,93.09,94.06,78.16,49.57,83.86,97.32,69.9,74.1,14.57,74.35,11.47,67.01,81.63,94.49,46.94,47.47,74.45,64.77,77.28,25.13,15.19,30.89,46.4,24.57,34.35,,,35.61,35.61,,,,33.15,34.38,24.81,75.6,43.87,30.7
-92568,L. Rosenboom,Lasse Rosenboom,23.0,2002-01-19,Germany,Bundesliga,Holstein Kiel,https://cdn5.wyscout.com/photos/team/public/4125_120x120.png,0000ff,2026-06-30,500000.0,€500K,1890,False,26.0,False,RWB,"['RWB', 'RB5']",right,190.0,83.0,False,False,False,Defensive wing-back,RWB,58.21,59.44,30.08,76.22,50.17,68.28,45.05,4.62,23.24,12.36,1.22,86.85,3.89,34.95,12.74,9.24,13.09,2.75,5.69,18.42,40.04,5.94,34.38,52.91,73.58,84.24,57.77,93.8,80.73,,,35.61,35.61,,,,33.15,34.38,39.29,18.25,37.63,30.7
-82034,M. Pedersen,Marcus Holmgren Pedersen,25.0,2000-07-16,Norway,SerieA,Torino,https://cdn5.wyscout.com/photos/team/public/90_120x120.png,7e241a,2026-06-30,5500000.0,€5.5M,1694,False,30.0,False,RWB,"['RWB', 'RB', 'RB5']",right,184.0,76.0,False,True,False,Low-impact wing-back,RWB,13.5,14.12,30.08,79.17,24.23,30.62,9.21,27.4,7.94,44.42,26.81,39.08,72.85,30.63,18.68,56.82,70.62,74.86,37.43,33.06,57.17,46.4,39.25,5.96,8.26,58.76,17.51,35.94,14.38,,,35.61,35.61,,,,33.15,34.38,42.47,3.92,47.65,30.7
-77886,J. Kamiński,Jakub  Kamiński,23.0,2002-06-05,Poland,Bundesliga,Köln,https://cdn5.wyscout.com/photos/team/public/335_120x120.png,da352d,2027-06-30,6000000.0,€6.0M,1692,False,24.0,True,RWB,"['RWB', 'LCMF3', 'CF']",right,179.0,68.0,False,True,False,Goal-scoring wing-back,RWB,92.08,92.08,30.08,59.36,90.76,88.26,26.51,68.38,31.82,49.82,25.34,44.88,25.76,51.71,20.38,52.37,50.47,54.67,23.14,24.09,23.44,39.32,50.89,11.16,19.12,18.66,5.52,33.14,49.96,,,35.61,35.61,,,,33.15,34.38,6.2,22.55,4.29,30.7
-64348,Yan Couto,Yan Bueno Couto,23.0,2002-06-03,Brazil|Portugal,Bundesliga,Borussia Dortmund,https://cdn5.wyscout.com/photos/team/public/3_120x120.png,1d191a,2026-06-30,25000000.0,€25.0M,1186,False,20.0,False,RWB,"['RWB', 'RB']",right,168.0,60.0,False,True,False,Attacking wing-back,RWB,53.93,55.78,30.08,37.21,78.94,16.23,37.76,52.64,33.97,81.83,97.99,41.8,74.17,69.71,73.71,21.93,57.05,86.58,90.29,7.56,38.59,47.92,5.01,1.22,1.22,55.37,63.31,68.57,26.21,,,35.61,35.61,,,,33.15,34.38,68.92,40.93,81.6,30.7
-47397,A. Zanoli,Alessandro Zanoli,25.0,2000-10-03,Italy,SerieA,Udinese,https://cdn5.wyscout.com/photos/team/public/91_120x120.png,,2026-06-30,5000000.0,€5.0M,1904,False,30.0,True,RWB,"['RWB', 'RAMF', 'RW']",right,188.0,76.0,False,True,False,Low-impact wing-back,RWB,40.15,41.38,30.08,34.24,65.9,23.12,26.51,27.4,48.03,43.0,16.62,80.13,78.99,50.32,23.45,40.3,64.64,77.49,44.67,74.35,72.13,61.91,69.96,75.9,64.3,43.85,83.62,19.17,41.87,,,35.61,35.61,,,,33.15,34.38,36.98,42.4,19.93,30.7
17720,M. Darmian,Matteo Darmian,35.0,1989-12-02,Italy,SerieA,Internazionale,https://cdn5.wyscout.com/photos/team/public/79_120x120.png,2862a2,2026-06-30,4000000.0,€4.0M,1218,False,18.0,False,RWB,"['RWB', 'RCB3', 'RB']",right,182.0,70.0,False,False,False,Low-impact wing-back,RWB,73.19,73.19,30.08,85.08,87.69,39.97,9.21,27.4,3.66,96.08,81.51,50.56,7.77,21.33,31.34,26.94,2.7,1.22,19.49,80.53,3.37,68.89,72.71,70.44,36.03,23.19,34.72,31.08,90.98,,,35.61,35.61,,,,33.15,34.38,54.0,11.39,43.87,30.7
61414,J. Cuadrado,Juan Guillermo Cuadrado Bello,37.0,1988-05-26,Colombia|Italy,SerieA,Pisa,https://cdn5.wyscout.com/photos/team/public/189_120x120.png,0000ff,,1000000.0,€1.0M,1118,False,28.0,False,RWB,"['RWB', 'LWB', 'RWF']",right,176.0,72.0,False,True,True,Defensive wing-back,RWB,53.93,14.12,30.08,44.42,17.6,76.06,67.53,86.94,60.3,77.97,84.91,53.82,58.14,81.51,89.14,83.61,100.0,66.73,91.75,63.65,95.95,73.91,71.45,58.22,38.79,70.27,100.0,50.44,71.87,,,35.61,35.61,,,,33.15,99.38,67.51,94.76,97.34,30.7
76661,C. Trimmel,Christopher Trimmel,38.0,1987-02-24,Austria,Bundesliga,Union Berlin,https://cdn5.wyscout.com/photos/team/public/1129_120x120.png,c22b24,2026-06-30,600000.0,€600K,2057,False,28.0,False,RWB,"['RWB', 'RB5', 'RB']",right,188.0,85.0,False,True,False,Attacking wing-back,RWB,13.5,14.12,30.08,70.64,45.87,3.07,74.21,83.83,25.69,2.82,14.55,82.1,49.67,57.65,77.53,1.84,1.22,11.47,74.06,60.7,18.3,13.94,12.18,92.75,69.43,47.87,64.85,57.01,98.1,,,35.61,35.61,,,,33.15,34.38,61.15,8.08,89.47,30.7
159866,M. Weiser,Mitchell Weiser,31.0,1994-04-21,Germany|Algeria,Bundesliga,Werder Bremen,https://cdn5.wyscout.com/photos/team/public/93_120x120.png,204329,,6000000.0,€6.0M,3047,False,31.0,False,RWB,"['RWB', 'RB5', 'RW']",right,177.0,70.0,False,False,False,Attacking wing-back,RWB,73.19,73.19,30.08,65.9,57.42,80.49,76.05,57.26,81.72,26.16,53.79,47.75,42.12,39.93,56.41,36.07,43.69,35.46,59.58,15.23,55.67,31.95,31.39,51.66,61.49,38.13,76.85,34.5,28.1,,,35.61,35.61,,,,33.15,34.38,45.29,67.15,68.1,68.44
169495,J. Clauss,Jonathan Clauss,33.0,1992-09-25,France,Ligue 1,Nice,https://cdn5.wyscout.com/photos/team/public/63_120x120.png,,2026-06-30,12000000.0,€12.0M,2534,False,28.0,False,RWB,"['RWB', 'RB', 'RB5']",right,178.0,69.0,True,True,False,Attacking wing-back,RWB,64.03,65.26,30.08,70.64,62.83,63.23,81.16,93.14,90.28,41.28,72.34,37.83,66.56,65.65,85.41,53.76,16.43,44.38,87.41,71.99,17.05,70.71,40.9,45.88,30.76,63.33,19.97,75.77,10.03,,,35.61,35.61,,,,76.31,34.38,54.0,27.94,52.15,30.7
196103,F. Zampano,Francesco Filippo Zampano,31.0,1993-09-30,Italy,SerieA,Modena,https://cdn5.wyscout.com/photos/team/public/179_120x120.png,,,900000.0,€900K,1762,False,24.0,False,RWB,"['RWB', 'LWB', 'RB5']",right,177.0,74.0,False,True,False,Low-impact wing-back,RWB,40.15,41.38,30.08,89.17,57.42,30.62,45.05,8.62,28.45,39.86,21.13,8.0,21.57,45.8,34.24,37.32,45.14,43.15,28.7,27.28,68.38,18.75,46.46,31.78,33.52,71.5,34.72,39.22,30.61,,,35.61,35.61,,,,33.15,34.38,75.46,54.91,73.22,30.7
